length,true_params_1,true_params_2,true_params_3,mean_estimates_1,mean_estimates_2,mean_estimates_3,rmse_1,rmse_2,rmse_3
500,-0.821,0.9,0.675,-0.949996343665278,0.8842882391825,0.689432055152715,0.40368519330436,0.04854090494858,0.153663688910504
500,-0.4106,0.95,0.4835,-0.533458306500127,0.934977878662723,0.501719039487114,0.325632467720816,0.0394283849537748,0.125938115279617
500,-0.1642,0.98,0.308,-0.283454927625163,0.965428291450361,0.330255880580854,0.26207027017861,0.0319595800846179,0.0948625018580399
500,-0.736,0.9,0.363,-0.936494292373288,0.873022377543557,0.389159804656654,0.547116282266879,0.0733777457239893,0.164031616287938
500,-0.368,0.95,0.26,-0.586524461262694,0.920452699549992,0.299642085258578,0.4955457932453,0.0666721003137842,0.145740336837559
500,-0.1472,0.98,0.166,-0.372263763161049,0.949635304428202,0.21152530937367,0.478747501310741,0.0641252977344891,0.127409840723979
500,-0.706,0.9,0.135,-1.16615566106474,0.835095129211201,0.16034380289053,0.715749031193983,0.1006501362732,0.160821135972272
500,-0.353,0.95,0.0964,-1.02149867160888,0.85563049342925,0.154050237264952,0.899121661426624,0.126613332444528,0.16458915611122
500,-0.1412,0.98,0.0614,-0.906853651586597,0.871790151423594,0.139583054733308,1.00059365012202,0.14113501488903,0.168421477511425
