length,true_params_1,true_params_2,true_params_3,mean_estimates_1,mean_estimates_2,mean_estimates_3,rmse_1,rmse_2,rmse_3
250,-0.821,0.9,0.675,-1.06550664580407,0.869155739671047,0.657158403389697,0.57996276641061,0.0704815997493483,0.207943606399287
250,-0.368,0.95,0.26,-0.851356181846707,0.884302326449857,0.32268260196501,0.667769161358128,0.090319685686011,0.132716459929877
250,-0.1412,0.98,0.0614,-1.12915298457343,0.839942626772722,0.140995439204063,1.0132876954138,0.143530059720111,0.110889570697684
500,-0.821,0.9,0.675,-0.959711452607753,0.882685774925527,0.661437793496322,0.443606285416662,0.0535325893613515,0.172124361127308
500,-0.368,0.95,0.26,-0.739149569218998,0.899759410941102,0.327977120595098,0.521754812222624,0.0704575662799369,0.1154321041531
500,-0.1412,0.98,0.0614,-1.10344905196955,0.843943146838458,0.157462405883562,0.981658688680306,0.138719078283542,0.114602513036073
1000,-0.821,0.9,0.675,-0.873133883598412,0.893069676153801,0.652167158683964,0.318698299069118,0.0385848241059859,0.137467596237519
1000,-0.368,0.95,0.26,-0.642825885310863,0.91261232363017,0.32357928863699,0.376423408200062,0.0509358748972779,0.0900410014484177
1000,-0.1412,0.98,0.0614,-1.08882556512383,0.845678943109317,0.16570152786107,0.95923041904586,0.13594777842081,0.113938567884943
2000,-0.821,0.9,0.675,-0.8562071236395,0.895527464072516,0.668948138497987,0.246799437621371,0.0296273983821308,0.115497524486887
2000,-0.368,0.95,0.26,-0.623698554933019,0.915355745453115,0.333066123870214,0.320378385830533,0.0432482097342139,0.0901143112912638
2000,-0.1412,0.98,0.0614,-1.09400571486448,0.845127102235857,0.177898213919305,0.959189161333401,0.135744684464918,0.121958750894821
4000,-0.821,0.9,0.675,-0.861742730560211,0.895053175395542,0.676827508378976,0.198172650801596,0.0232143357004172,0.0892630486998436
4000,-0.368,0.95,0.26,-0.613226515590137,0.916735263466444,0.33374663808836,0.27873572644844,0.037726798241231,0.081714563864564
4000,-0.1412,0.98,0.0614,-1.09685398235857,0.844732020887037,0.17962579134317,0.958811160415759,0.135697138483674,0.120760376617963
