<TICKER>,<PER>,<DATE>,<TIME>,<CLOSE>
PIKK,D,20150106,000000,191.7
PIKK,D,20150107,000000,198.9
PIKK,D,20150109,000000,191.2
PIKK,D,20150110,000000,192.7
PIKK,D,20150113,000000,188
PIKK,D,20150114,000000,195.4
PIKK,D,20150115,000000,192.8
PIKK,D,20150116,000000,189.8
PIKK,D,20150117,000000,194.1
PIKK,D,20150120,000000,188.7
PIKK,D,20150121,000000,188.1
PIKK,D,20150122,000000,188
PIKK,D,20150123,000000,188
PIKK,D,20150124,000000,188
PIKK,D,20150127,000000,188
PIKK,D,20150128,000000,186.2
PIKK,D,20150129,000000,186.6
PIKK,D,20150130,000000,187.4
PIKK,D,20150131,000000,189.7
PIKK,D,20150203,000000,188.1
PIKK,D,20150204,000000,187.9
PIKK,D,20150205,000000,188
PIKK,D,20150206,000000,188.5
PIKK,D,20150207,000000,190.8
PIKK,D,20150210,000000,203
PIKK,D,20150211,000000,204.2
PIKK,D,20150212,000000,202
PIKK,D,20150213,000000,205.1
PIKK,D,20150214,000000,204.2
PIKK,D,20150217,000000,203.4
PIKK,D,20150218,000000,204.8
PIKK,D,20150219,000000,205.1
PIKK,D,20150220,000000,198.6
PIKK,D,20150221,000000,194.5
PIKK,D,20150225,000000,194.7
PIKK,D,20150226,000000,189.8
PIKK,D,20150227,000000,189.2
PIKK,D,20150228,000000,195
PIKK,D,20150303,000000,192.1
PIKK,D,20150304,000000,192.5
PIKK,D,20150305,000000,188
PIKK,D,20150306,000000,188.4
PIKK,D,20150307,000000,188.4
PIKK,D,20150311,000000,188.1
PIKK,D,20150312,000000,189.8
PIKK,D,20150313,000000,189.8
PIKK,D,20150314,000000,187.3
PIKK,D,20150317,000000,178.9
PIKK,D,20150318,000000,170.7
PIKK,D,20150319,000000,181
PIKK,D,20150320,000000,184.8
PIKK,D,20150321,000000,187.7
PIKK,D,20150324,000000,195
PIKK,D,20150325,000000,195
PIKK,D,20150326,000000,192.9
PIKK,D,20150327,000000,194.1
PIKK,D,20150328,000000,194
PIKK,D,20150331,000000,192.3
PIKK,D,20150401,000000,193
PIKK,D,20150402,000000,193.2
PIKK,D,20150403,000000,186
PIKK,D,20150404,000000,193
PIKK,D,20150407,000000,192.4
PIKK,D,20150408,000000,189.6
PIKK,D,20150409,000000,192
PIKK,D,20150410,000000,182.4
PIKK,D,20150411,000000,192
PIKK,D,20150414,000000,192
PIKK,D,20150415,000000,192
