estimates_1,estimates_2,estimates_3,wall_time,cpu_time,gen_states_1,gen_states_2,gen_states_3,gen_states_4,gen_states_5,gen_states_6,gen_states_7,gen_states_8,gen_states_9,gen_states_10,gen_states_11,gen_states_12,gen_states_13,gen_states_14,gen_states_15,gen_states_16,gen_states_17
-0.485400989158148,0.933362055537202,0.308574776565269,33.822583292,33.3,0,0,0,0,0,0,0,0,1,0,3,2,5,4,7,6,0
-0.289628008417575,0.960635426552123,0.24612687373022,69.857500167,68.33,0,0,0,0,0,0,0,0,1,2000,3,2,5,4,7,6,0
-0.438278005738427,0.941154051858353,0.31473895164786,27.369091834,27.21,0,0,0,0,0,0,0,0,1,4000,3,2,5,4,7,6,0
-0.292190357887379,0.960346739939096,0.253086482339304,66.970786,55.77,0,0,0,0,0,0,0,0,1,6000,3,2,5,4,7,6,0
-0.437689265144666,0.940556493383197,0.285669230404948,162.669255709,159.9,0,0,0,0,0,0,0,0,1,8000,3,2,5,4,7,6,0
-0.202921159611244,0.972401752808139,0.206036349880402,65.319341292,63.6300000000001,0,0,0,0,0,0,0,0,1,10000,3,2,5,4,7,6,0
-0.393711145034835,0.946816979608125,0.255452461043391,45.570531417,39.17,0,0,0,0,0,0,0,0,1,12000,3,2,5,4,7,6,0
-0.377097324371168,0.948486670958486,0.269397875330823,42.645187125,40.47,0,0,0,0,0,0,0,0,1,14000,3,2,5,4,7,6,0
-0.407110126161478,0.944788812259356,0.28110274005146,46.9796625,42.28,0,0,0,0,0,0,0,0,1,16000,3,2,5,4,7,6,0
-0.338566065765865,0.955755857127494,0.24558555107637,30.788330708,29.47,0,0,0,0,0,0,0,0,1,18000,3,2,5,4,7,6,0
-0.378929203068693,0.948943404767048,0.281719862744131,39.750826583,38.17,0,0,0,0,0,0,0,0,1,20000,3,2,5,4,7,6,0
-0.384263584218298,0.947123858389261,0.244843759142011,28.155300916,27.5500000000001,0,0,0,0,0,0,0,0,1,22000,3,2,5,4,7,6,0
-0.44357627162445,0.939758163563041,0.273236589779038,27.228410042,26.77,0,0,0,0,0,0,0,0,1,24000,3,2,5,4,7,6,0
-0.352225775692077,0.951632088217267,0.253549443609996,52.316694667,51.04,0,0,0,0,0,0,0,0,1,26000,3,2,5,4,7,6,0
-0.549225735688892,0.924674590122295,0.292419097712616,33.072095333,33.8100000000001,0,0,0,0,0,0,0,0,1,28000,3,2,5,4,7,6,0
-0.423881382515545,0.942837567676556,0.269408762021613,53.043070917,51.52,0,0,0,0,0,0,0,0,1,30000,3,2,5,4,7,6,0
-0.446153598664422,0.939717053560686,0.268240397075853,47.379344042,46.26,0,0,0,0,0,0,0,0,1,32000,3,2,5,4,7,6,0
-0.389511734676625,0.946868252783364,0.23782561766272,29.584868208,25.79,0,0,0,0,0,0,0,0,1,34000,3,2,5,4,7,6,0
-0.464352281323175,0.937527124640585,0.307304968629521,46.825335333,46.0400000000001,0,0,0,0,0,0,0,0,1,36000,3,2,5,4,7,6,0
-0.446408636701832,0.939673832154724,0.278917568832307,48.072382542,45,0,0,0,0,0,0,0,0,1,38000,3,2,5,4,7,6,0
-0.45507724471782,0.937081703864141,0.292154092664976,40.351881042,27.77,0,0,0,0,0,0,0,0,1,40000,3,2,5,4,7,6,0
-0.371919046607787,0.950015104622882,0.261433163511139,66.428357125,63.9699999999999,0,0,0,0,0,0,0,0,1,42000,3,2,5,4,7,6,0
-0.490719501739643,0.933481356608833,0.287638549924516,44.423410959,40.8900000000001,0,0,0,0,0,0,0,0,1,44000,3,2,5,4,7,6,0
-0.512454016481734,0.930351041992943,0.27544779586589,44.5094865,36.3499999999999,0,0,0,0,0,0,0,0,1,46000,3,2,5,4,7,6,0
-0.500306241512078,0.931082765161098,0.291011571696471,53.618626166,49.24,0,0,0,0,0,0,0,0,1,48000,3,2,5,4,7,6,0
-0.539745179426834,0.927011648302489,0.287753624618929,60.481598083,55.6100000000001,0,0,0,0,0,0,0,0,1,50000,3,2,5,4,7,6,0
-0.291014433944299,0.960028849628698,0.246905216827217,72.778878333,67.5899999999999,0,0,0,0,0,0,0,0,1,52000,3,2,5,4,7,6,0
-0.385470474795045,0.947412321110262,0.263234423384048,37.063619667,35.9300000000001,0,0,0,0,0,0,0,0,1,54000,3,2,5,4,7,6,0
-0.460610892747561,0.938373345037766,0.29959989491115,47.703988875,41.02,0,0,0,0,0,0,0,0,1,56000,3,2,5,4,7,6,0
-0.363276455275991,0.95067538465498,0.263042002231683,47.347174083,41.6399999999999,0,0,0,0,0,0,0,0,1,58000,3,2,5,4,7,6,0
-0.376210168835284,0.948812007642156,0.266982414892737,48.547579125,41.2900000000002,0,0,0,0,0,0,0,0,1,60000,3,2,5,4,7,6,0
-0.411064635083935,0.944026961898228,0.281913097124799,51.218241958,48.7399999999998,0,0,0,0,0,0,0,0,1,62000,3,2,5,4,7,6,0
-0.451256330745222,0.939544879181423,0.301841877300548,25.347105083,24.6100000000001,0,0,0,0,0,0,0,0,1,64000,3,2,5,4,7,6,0
-0.355041701550789,0.951266567486511,0.259661613244487,57.580577125,51.8399999999999,0,0,0,0,0,0,0,0,1,66000,3,2,5,4,7,6,0
-0.378255412866822,0.947855874954748,0.275073728643176,46.438056083,39.54,0,0,0,0,0,0,0,0,1,68000,3,2,5,4,7,6,0
-0.57249374333565,0.922007946670079,0.321881603673178,40.972136833,37.25,0,0,0,0,0,0,0,0,1,70000,3,2,5,4,7,6,0
-0.416668858344531,0.943867647928062,0.302981922038922,42.110938166,36.9400000000001,0,0,0,0,0,0,0,0,1,72000,3,2,5,4,7,6,0
-0.422143990555548,0.942295201939202,0.235818324063087,48.650994125,39.0800000000002,0,0,0,0,0,0,0,0,1,74000,3,2,5,4,7,6,0
-0.562215976276143,0.923227850510695,0.31613516771273,34.118443542,27.8,0,0,0,0,0,0,0,0,1,76000,3,2,5,4,7,6,0
-0.33192175439273,0.954758914041309,0.234840878480907,219.336041917,198.45,0,0,0,0,0,0,0,0,1,78000,3,2,5,4,7,6,0
-0.23436287147176,0.967798321053259,0.194941081733993,63.873025292,58.76,0,0,0,0,0,0,0,0,1,80000,3,2,5,4,7,6,0
-0.424689197368088,0.9429902851734,0.267228799746367,65.773229833,59.6999999999998,0,0,0,0,0,0,0,0,1,82000,3,2,5,4,7,6,0
-0.281645730297758,0.960798512931503,0.200629417636303,18.304146375,16.21,0,0,0,0,0,0,0,0,1,84000,3,2,5,4,7,6,0
-0.497797957011778,0.932780720681187,0.284777190299752,46.504421625,37.3400000000001,0,0,0,0,0,0,0,0,1,86000,3,2,5,4,7,6,0
-0.370598174641283,0.949583863451354,0.291728854603226,17.344120834,15.8299999999999,0,0,0,0,0,0,0,0,1,88000,3,2,5,4,7,6,0
-0.489732318029077,0.934003311551967,0.313521092225202,46.892257458,44.23,0,0,0,0,0,0,0,0,1,90000,3,2,5,4,7,6,0
-0.506389659855463,0.930425370615601,0.320055665875548,33.930475792,32.3600000000001,0,0,0,0,0,0,0,0,1,92000,3,2,5,4,7,6,0
-0.282681364896214,0.961434690960616,0.221078620834931,45.6104655,41.6299999999997,0,0,0,0,0,0,0,0,1,94000,3,2,5,4,7,6,0
-0.307637081295339,0.956668431385791,0.248383557391637,55.086418834,52.9900000000002,0,0,0,0,0,0,0,0,1,96000,3,2,5,4,7,6,0
-0.294700139617541,0.959198520180162,0.215734275084038,37.25462875,35.9700000000003,0,0,0,0,0,0,0,0,1,98000,3,2,5,4,7,6,0
-0.363520645174555,0.949545734502907,0.270804469109706,30.356335375,27.8600000000001,0,0,0,0,0,0,0,0,1,100000,3,2,5,4,7,6,0
-0.455887369532608,0.937807109021157,0.258592383335952,58.207230542,49.25,0,0,0,0,0,0,0,0,1,102000,3,2,5,4,7,6,0
